text;created_at;user_name;comment_number;retweet_number;quote_tweet_number;like_number
Only 10 days to the first #CDDF webinar in 2021! Register now and join the discussion about treatment development and healthcare - Is the continuum becoming a reality?  Register here: ;01/01/2022;Julie2012;0;0;0;0
#Webinar organized by @Biomedalliance &amp  @EORTC:   📆 3 February 2021 from 15:00-17:00 CET  📢Info: ;01/02/2022;Margaux2012;0;0;0;0
You have experience in #patient-reported assessment and/or development of questionnaires in #clinical or #health psychology?   @EORTC_QLG is looking for a fellow: ;01/02/2022;Nicolas2011;0;0;0;0
We are looking for a Lead Clinical Research Associate (CRA) with a practical knowledge of the conduct of clinical trials   ;01/04/2022;Maud;80;240;0;960
⚡️For his #CancerResearch highlight, Henoch Hong chose two trials, which published their #biomarker efforts in @NatureMedicine in #RenalCancer. Here, he shares how #IMMUcan aims to contribute to this research.  Studies linked: 📑 ;01/05/2022;Eva11;0;0;0;0
This time of year is for reminiscing and looking forward.   @EORTC wishes you a wonderful time during this joyous season!✨🎉🎁⛄  #HappyHolidays ;01/03/2022;Alix2015;0;0;0;0
🌟For his 2020 highlight, Rami Mustapha chose the growing role of  #antibody secreting white blood cells in #cancer #immunotherapy. Here he shares how this affirms the importance of #IMMUcan in the field of #CancerResearch 🔗Studies ;01/04/2022;Jade2012;0;0;0;0
Open position @EORTC :  We are looking for a Clinical Research #Physician with #oncology expertise to participate in high quality clinical #cancer research that serves the interest of Society.  ;01/03/2022;Nora2010;48;0;0;0
Read more about how @EORTC lobbies for reducing the economic burden of cancer by optimising treatment for #cancer #patients  ;01/03/2022;Isaac8;68;0;0;0
A challenging year for the @EORTC events team: Pivoting from physical to virtual meetings  Read about their experience here: ;01/03/2022;Zoé7;102;0;0;0
The 1553-SPECTA translational research platform registered the 1️⃣0️⃣0️⃣0️⃣th patient in November.  Learn more about the SPECTA project: ;01/01/2022;Juliette2013;79;158;0;1580
⚡️For her 2020 highlight @EORTC’s Dr Marie Morfouace chose the growing evidence for multi-level analysis in #cancer treatment. Here she shares how #IMMUcan is playing a role.  📑Read her recommended studies:  ;01/04/2022;Enzo2014;103;0;0;0
BREAKING GCT NEWS...the TIGER trial (A031102, E1407) reached 75% (315/420) accrual today! Let's finish this important study together and determine the optimal 1st salvage chemo approach. @GTumors @ALLIANCE_org @EORTC @Uromigos @TCSociety @MSKHemOncTrials @ANZUPtrials;01/02/2022;Clémence9;0;0;0;0
Great news! Really one of the most important open questions in the treatment of testicular cancer: Keep recruiting! Special thanks also to the EORTC staff @EORTC and @Movember @DrDarrenFeldman @tompowles1 ;01/05/2022;Arthur2010;0;0;0;0
This year @NKI_nl made an important breakthrough in the use of #immunotherapy prior to #coloncancer surgery.  Sara Verbandt, Post-Doctoral Researcher &amp  IMMUcan partner, explains why this is her 2020 #CancerResearch highlight  Read the recommended study👉 ;01/03/2022;Pauline8;0;0;18;0
📢 #Fellowship opportunity  @EORTC #breastcancer group is looking for a Medical doctor fellow👨‍⚕️👩‍⚕️ from April 2021 to April 2022 (renewable to a maximum of 3 years) to work at #Brussels HQ.   ;01/02/2022;Eva2013;0;0;0;0
👋 Check out the new layout of EORTC #careers webpage and discover what it is like to work for a non-profit #organisation in #Brussels with great colleagues 👨‍💻👩‍⚕️👩‍🎓  ;01/04/2022;Kaïs2016;0;0;0;0
#EMA25Years throwback: Watch @EORTC Director General, Denis Lacombe's presentation about Academic research in learning health systems - Optimising patient-centred drug development  1:44:45 🎬 ;01/03/2022;Marius2015;0;0;0;0
First results of  @EORTC-SPECTA/Arcagen study exploring genomics of rare cancers in collaboration with the European reference network EURACAN published in ESMO Open. #CancerResearch #Genomics #RareDisease    ;01/04/2022;Lise2016;0;0;0;0
2020 has seen many notable advancements in #CancerResearch. Daniel Schulz @DanielS33860077 Sr. Research Associate &amp  #IMMUcan partner shares his highlight of the year + links to his recommended articles: 📑;01/04/2022;Lucie2016;0;0;0;0
The summary and recording of the @EORTC #webinar What is the future of genito-urinary #cancers clinical research? are now available  📃🎬 ;01/02/2022;Joseph;0;0;30;0
WE DID IT! @EORTC staff raised more than 1300 € for #Movember   Thank you to the participants and all our supporters!   #cancerresearch #clinicaltrials #prostatecancer #testicularcancer  ;01/04/2022;Paul25;0;0;0;0
Read more about what was said at the #EuropeanCancerSummit to address the needs of #patients and #health systems  📃;01/01/2022;Camille2010;0;0;0;0
Thank you to the 3 top recruiters in the OligoCare cohort of the @ESTRO_RT @EORTC platform E2RADIatE:   1️⃣@unito @umbertoricardi  2️⃣@Unispital_USZ @Mat_Guc  3️⃣ @uzgent @piet_ost  📢 Joint session ESTRO-EORTC at #ESTRO2020, 📅 29 November, 14h15  ;01/01/2022;Basile2014;0;0;14;0
🇪🇺 New #EUPharmaStrategy👉;01/02/2022;Bertille5;0;0;0;0
What kinds of samples does #IMMUcan collect? 🔬🧪🩸 ;01/01/2022;Jeanne2012;44;176;10;704
Congratulations to @umbertoricardi @unito,top recruiter in OligoCare cohort of @ESTRO_RT @EORTC platform E2RADIatE! Thanks to all institutions &amp  patients participating in the study.  🔎👉👩‍💻 joint session ESTRO-EORTC at #ESTRO2020, ⏰ 29 November, 14h15.  ;01/02/2022;Maël2015;62;0;34;0
@EORTC is looking for a Clinical Research Associate   The CRA is responsible for “on-site” quality control of #clinicaltrials to ensure that a clinical trial is conducted, recorded and reported properly.  ;01/03/2022;Constance2012;0;0;0;0
@EORTC_QLG  is looking for a Jr Specialist in #QualityofLife.   A QoL Specialist is someone who has expertise and a broad knowledge of QoL research and who is able to use this to monitor and support QoL projects within the remit of the EORTC QoL Group  ;01/04/2022;Salim5;0;0;0;0
Discover the latest news about #drugrepurposing in #oncology. Scientific updates compiled by  @Simple_Trials and @AnticancerOrgUK for the @Anticancerfund. ;01/03/2022;Gabrielle2013;0;0;0;0
@Rf_Correa @Movember Unfortunately if you are not already registered it will be not possible to send a link. We will share the on demand link when ready.;01/02/2022;Anaïs2017;0;0;0;0
@Rf_Correa @Movember Yes you will be able to see it on demand. It is actually on now so might still be able to catch it;01/04/2022;Maxime22;0;0;0;0
@EORTC webinar on What is new GU cancers clinical research. Silke Gillessen presented the update of International Germ Cell Consensus Classification in Testis cancer. Thank you to all those involved and thank to @movember for its support for this study #urology ;01/04/2022;Inaya5;14;0;0;0
COVID-19 pandemic has had an impact both on cancer wards and cancer research. The panel agreed on the importance in preventing future pandemics from having a similar effect.   🤝 Better cooperation ⬇️ Less Bureaucracy 🔬 Clever research 📈 Improve Health Systems ;01/04/2022;Yacine5;0;0;0;0
Like many of her peers, Davi Kaur, Head of Communications at @EORTC, and her team had to adapt to this year’s changing demands and restrictions. But how did they go about it? #Eventprofs, check out our latest FutureTalk to learn more from her insights. ;01/03/2022;Lyna2015;0;0;0;0
Results of the 15-year update of the @EORTC 22922/10925 phase III trial on internal mammary and medial supraclavicular (IM-MS) lymph node irradiation in stage I–III breast cancer were published in @TheLancetOncol  Read more: ;01/03/2022;Gaspard2016;0;0;0;0
🚩Visit the Hubs of @EuropeanCancer, our Member Societies, Patient Advocacy Groups and Community 365 👉 ;01/03/2022;Clémence5;0;0;0;0
We are delighted that this important resolution is passed! ;01/04/2022;Rafael2011;0;0;0;0
#EuropeanCancerSummit Yolanda Lievens, Radiation oncologist @ESTRO_RT emphasises that discussions on treatment optimisation should be inclusive of Multidisciplinary #cancercare. Radiation oncology and surgery are important in cancer! It is not all about systemic therapies! ;01/03/2022;Adam26;0;0;32;0
#EuropeanCancerSummit Lydie Meheus, MD @Anticancerfund says do not reinvent the wheel  use the resources that are already there to improve cancer treatment and access. We lose time and money if we try to build something that is already there! #cancercare @EORTC @ESTRO_RT ;01/04/2022;Théo2012;0;0;0;0
#EuropeanCancerSummit Denis Lacombe, co-chair of the Health Systems and Treatment Optimisation session  #cancercare #cancerresearch ;01/03/2022;Manon2017;93;279;0;837
#EuropeanCancerSummit Session on treatment optimisation emphasises the importance of multidisciplinary treatment in cancer. Jan Giessler, patient advocate: there are evidence gaps which impact on patients. Access to optimal treatment is a concern. #cancercare  @EORTC @ESTRO_RT ;01/02/2022;Clément12;0;0;7;0
LAST DAY to register to the free EORTC #webinar: What is the #future of genito-urinary cancers clinical research?  👨‍⚕️👩‍⚕️addressed to clinical researchers  📅19 November from 12:30 to 13:30 pm CET  📢Programme &amp  registration: ;01/02/2022;Zélie5;0;0;0;0
#EuropeanCancerSummit Health Systems and Treatment Optimisation session Co-Chairs Denis Lacombe @EORTC, Yolande Lievens @ESTRO and panelists share assessments of the challenges and opportunities highlighted in the related proposed Summit Resolution: ;01/03/2022;Inès2013;0;0;0;0
#EuropeanCancerSummit EORTC Lung Cancer chair, Benjamin Besse: need of de-escalation studies to provide info on type, duration of treatment for effectiveness. These studies not supported by European funds. Want to reduce healthcare  costs support these studies!  #cancercare ;01/04/2022;Louise2016;0;0;12;0
#EuropeanCancerSummit EORTC Director General Denis Lacombe proposes the challenges of providing optimal effective treatment to cancer patients. New models are needed in healthcare systems. ;01/01/2022;Ambre7;0;0;42;0
#EuropeanCancerSummit Denis Lacombe will co-chair the Health Systems and Treatment Optimisation session at 11 AM CET today.  📌Join the session: ;01/04/2022;Ines2016;0;0;0;0
The debate around the relative importance of randomised #clinicaltrials versus real world data is a false one.  Read more: ;01/03/2022;Charlotte2011;0;0;1;0
CAREFOR: the Clinical Academic Cancer Research Forum is a collaborative initiative to address current issues related to clinical academic cancer research  Read more: ;01/03/2022;Olivia8;0;0;0;0
Free EORTC #webinar: What is the #future of genito-urinary cancers clinical research?  This webinar is addressed to a clinical researchers' audience.  📅19 November from 12:30 to 13:30 pm CET  📢Programme &amp  registration: ;01/01/2022;Romane2013;0;0;0;0
#WorldCancerSeriesEurope Denis Lacombe, @EORTC We must re-engineer the process of drug development into access and health care &amp  long term follow up. It needs that we place in perspective &amp  in sequence the role of stakeholders &amp  the varying methodological options at our disposal ;01/02/2022;Aurélien2012;0;0;0;0
One of the challenges is multi-dimensionality of data, because today to make some progress you need #clinical, #biological, #genomic &amp  imaging data [...] and the challenge is to get access to this data in a structured manner #WorldCancerSeriesEurope Denis Lacombe @EORTC ;01/03/2022;Sophia2015;0;0;23;0
#WorldCancerSeriesEurope Denis Lacombe, @EORTC We need to stimulate research for research methodology &amp  ultimate goal to control uncertainty and brings robust datasets to patients &amp  society. This should be a priority. ;01/01/2022;Selma2012;0;0;0;0
Free EORTC #webinar: What is the #future of genito-urinary cancers clinical research?  This webinar is addressed to a clinical researchers' audience.  📅19 November from 12:30 to 13:30 pm CET  📢Programme &amp  registration: ;01/02/2022;Marceau2016;0;0;0;0
#WorldCancerSeriesEurope   @EORTC Director General, Denis Lacombe, will talk this afternoon about the future of #clinicaltrials in #cancer and the role of real-world evidence @4 PM GMT (5 PM CET)   ;01/03/2022;Léo2014;0;0;0;0
@EORTC Director General, Denis Lacombe, gives his point of view on #RealWorldData in #clinicaltrials ;01/03/2022;Luna7;0;0;0;0
Free EORTC #webinar: What is the #future of genito-urinary cancers clinical research?  This webinar is addressed to a clinical researchers' audience.  📅 19 November from 12:30 to 13:30 pm CET  📢 Programme &amp  registration: ;01/04/2022;Olivia2012;0;0;0;0
Register to our free webinar about @EORTC HTx project aiming to set the standard to the next generation of HTA to support patient-centric, socially oriented and timely decision making for health technologies throughout Europe.  📌Programme &amp  registration ;01/01/2022;Victor2015;0;0;0;0
@EORTC Director General, Denis Lacombe, will talk about the future of #clinicaltrials in #cancer and the role of real-world evidence on 12 November - 4:00 PM GMT (5:00 PM CET) at #WorldCancerSeriesEurope Virtual Week  📌;01/04/2022;Noam2013;0;0;0;0
The second batch of samples has been sent to @UZH and @CHUV   🔬 82 slides with 91 samples will be analysed for the presence of immune cells in the tumor. In some cases, the presence of certain immune cells (e.g. CD8+ T cells) can predict the outcome to immunotherapy #IMMUcan ;01/04/2022;Gabin2016;0;0;31;0
European Parliament report calls for measures to strengthen #cancer clinical research  Read more about the report: ;01/01/2022;Jules15;0;0;0;0
Next-Generation BRAF Inhibitor Shows Activity in Phase I/II Trial ;01/04/2022;Jeanne2012;0;0;5;0
Free #webinar organized by EORTC : Are we measuring the quality of life of #prostatecancer patients effectively?  📌 Programme &amp  registration: ;01/02/2022;Noah15;0;0;0;0
#ENASymp Thank you to all who contributed to a fantastic two day virtual Symposium. We're already looking forward seeing you all at the next meeting in Boston in 2021. #ENASymp2020 @AACR  @theNCI ;01/01/2022;Baptiste2016;0;0;0;0
#ENASymp Next generation BRAF inhibitor cancer drug shows promise in early patient trial ;01/04/2022;Nina;0;0;0;0
Novel KRAS inhibitor #adagrasib around ! Mesmerizing talk by @DanaFarber colleague Pasi Jänne. Significant activity, manageable toxicity, activity in brain mets, and possible application to other cancers @OncoAlert #ENASYMP20 ;01/04/2022;Axel13;0;0;0;0
#ENASymp KRYSTAL-1: Activity and Safety of Adagrasib (MRTX849) in Advanced/Metastatic Non–Small-Cell Lung Cancer (NSCLC) Harboring KRAS G12C Mutation #ENASymp20 ;01/03/2022;Lola5;0;0;0;0
#ENASymp20, #ENAsymp Chiara Cattaneo, PhD student from @NKI opens the session on Organiods for precision medicine session @EORTC @AACR. Great talk! ;01/02/2022;Mattéo5;0;0;0;0
#ENASymp Ready for Day 2? Starting in 10 min:  Channel 1: Organoids for Precision Medicine chaired by  @Albert0Bardelli &amp  Beverly Teicher  Channel 2: It Takes Two To Tango: Targeting The Tumour And Stroma Beyond Immune And Vascular Systems Chaired by @udai_banerji  &amp  Janine Erler ;01/03/2022;Ethan2014;0;0;0;0
As we have delegates from around the world, to avoid any doubt, please use any renowned search engine to obtain the correct information in your local time zone :-);01/05/2022;Samuel2011;0;0;0;0
Was an honour today to co-chair the poster discussion at #ENASymp20 session with dr. Funda Meric-Bernstam.   Many thanks to the great presenters and the lively discussion.;01/01/2022;Camille;0;0;0;0
#ENASymp Calling all delegates for our Sunday sessions: Clocks go back in Europe so you have an extra hour before we start at 13:00CET. @aacr @theNCI You can still register to watch on demand at  ;01/02/2022;Quentin17;0;0;0;0
:-) ;01/02/2022;Théo2012;0;0;4;0
#ENASymp Hall of Fame for today! Thank you for driving the conversation #ENASymp20 ;01/04/2022;Victor2013;0;0;37;0
#ENASymp Getting ready for the final two sessions:  Channel 1: Next Generation Targeted Therapies A chaired by @VicMorenoGarcia &amp  Beverly Teicher  Channel 2: Cancer Therapeutics: Preclinical Modelling And Patient Stratification chaired by @MartijnLolkema and Funda Meric-Bernstam ;01/01/2022;Pablo;0;0;0;0
#ENASymp Interesting discussions at the New Therapeutics in Phase I and II studies session. Delegates can already view it on demand ;01/03/2022;Pauline2012;0;0;0;0
@clew_88 we missed this tweet - did you manage to gain access to the Symposium?;01/03/2022;Jean;0;0;0;0
Fantastic BTB keynote talks by @DrChoueiri and Peter Ratcliffe at #ENASymp20 with a birds-eye view linking the initial discovery of oxygen sensing pathways to therapeutic approaches translating into clinical benefit in #ccRCC - looking fwd to seeing the next steps! ;01/04/2022;Inaya5;0;0;0;0
#ENASYMP Sir Peter Ratcliffe who presented the Michel Clavel Lecture ;01/02/2022;Eliott14;0;0;32;0
While I prefer in-person conferences, I think live Q&amp A sessions with speakers work better in virtual format, and moderators are doing a fantastic job in filtering questions from audience and driving great discussion! #ENASymp20 #enasymp  And homemade coffee is way better too...😁 ;01/03/2022;Aaron7;92;0;0;0
#ENASymp And we're off! Looking forward to two days   discussing the latest innovations in drug development, target selection and the impact of new discoveries in molecular biology. ;01/04/2022;Héloïse2017;0;0;42;0
#ENASymp20 ;01/04/2022;Zélie2014;0;0;0;0
#ENASymp and also featuring @gulleyj1 :-) ;01/03/2022;Yasmine10;0;0;0;0
#ENAsymp Access to the online platform is now available. Browse the posters and visit the exhibition until the first session at 15:00CEST. Still time to register at ;01/01/2022;Rafael;0;0;0;0
@EORTC SPECTA platform identifies genetic alterations in #rarecancers for potential targeted therapies  Read more here: ;01/05/2022;Sohan;0;0;0;0
#IBCD2020 Chair Roberto Salgado closing the day of debate and discussion... ;01/04/2022;Maëlys9;80;0;0;0
#IBCD2020 Keynote by Timothy O'Leary New avenues on the regulation of molecular diagnostic devices in Precision Medicine. What went wrong, should we make it better and if yes, how? ;01/03/2022;Mathys;55;0;0;0
#IBCD2020 @EMA_News' Armin Ritzhaupt 'Implementing the New In Vitro Diagnostic Device Regulation – impact on precision medicine development and regulation in oncology' ;01/04/2022;Tom2015;0;0;0;0
#IBCD2020 Ruth Plummer from @UniofNewcastle presenting 'Companion diagnostics and tumour agnostic registration' ;01/03/2022;Romain;0;0;0;0
#IBCD2020 Ani John from @RocheDia 'Utility of lung cancer biomarker testing as real world evidence – does it really matter for patients?' ;01/04/2022;Mohamed2017;0;0;0;0
#IBCD2020 @IanCreeUK from @IARCWHO 'How do the expensive and labour-intensive formal harmonization exercises in the service of clinical trials fulfil our expectations for the degree of inter-laboratory concordance? ;01/04/2022;Victoria7;80;0;0;0
#IBCD2020 starting in 5 mins 'Bringing Drug-biomarker development to a next stage of clinical utility chaired by @dsolit from @sloan_kettering. You can still register for this free event ;01/03/2022;Léon5;63;0;0;0
#IBCD2020 IBCD: Critical issues in drug and biomarker development discussion ;01/02/2022;Valentin2010;0;0;0;0
#IBCD2020 @FAndreMD 'Journals have a strong responsibility, as they are the ones putting forward new topics....but who drives the scientific agenda?' ;01/04/2022;Jules;0;0;0;0
#IBCD2020 First session starting soon: @FAndreM from  @GustaveRoussy 'Do journals have a societal responsibility with respect to healthcare settings?' There's still time to register... ;01/04/2022;Aya9;0;0;0;0
Together with our partners in the @BioMedAlliance, we call upon #OpenAccess initiatives like #PlanS to ensure they do not create inequality.   Read more here: ;01/04/2022;Sacha2018;0;0;29;0
Free @EORTC #webinar: What is the #future of genito-urinary cancers clinical research?   👨‍⚕️👩‍⚕️ Prof. Bertrand Tombal, Prof. @Silke_Gillessen and Prof. Luc Bidaut  📅 19 November from 12:30 to 13:30 pm CET  📢 ;01/03/2022;Axel9;0;0;0;0
📌Conference of Interest: #WorldCancerSeriesEurope Virtual Week will gather senior policymakers, clinicians, industry leaders, academics and patient advocates to drive forward the conversation on improving the provision of cancer care in Europe ➡️ ;01/04/2022;Charles2018;0;0;0;0
@madeline_pe @szelmowska @Jammbe_Musoro @EORTC_QLG Looking great as usual @EORTC_QLG😉;01/04/2022;Anas2016;0;0;0;0
Today, @1Sarah_M_Kelly presents the #QUARTETproject from @SIOPEurope at the #SIOP20 virtual congress. Join her during the PROS free paper session at 17:00 EDT @EORTC @k_kanner  ;01/03/2022;Clémence2010;0;0;0;0
👍 Another free #webinar organized by @EORTC: Are we measuring the quality of life of #prostatecancer patients effectively?  📅 5 November from 12:30 to 13:30 PM CET  📌 Programme &amp  registration: ;01/02/2022;Victoria13;0;0;0;0
📢 12 @EORTC_QLG abstracts accepted for #ISOQOL2020  More info about these abstracts: ;01/02/2022;Lana2011;0;0;39;0
Thank you to all the participants who joined our webinar on de-escalation of breast cancer treatments yesterday!  👉 In case you missed it, you can watch the recording here: ;01/03/2022;Anna11;0;0;28;0
#IBCD2020 Regulators and academics paving new paths for clinical cancer research at IBCD on 23 Oct. Register for the virtual meeting for free ;01/03/2022;César5;0;0;38;0
#ENASymp There's still time to register for free for the event at ;01/04/2022;Romane6;73;584;0;7008
📢Last day to register to the free @EORTC @BIGagainstBC   #webinar on de-escalation of #breastcancer treatments  Register here: ;01/03/2022;Mathis8;0;0;0;0
#ENAsymp Want to browse the ENA abstracts online? Visit ;01/04/2022;Hector;0;0;0;0
Patient advocate, Mrs. Elizabeth Bergsten Nordstrom, from @europadonna will be part of our webinar on de-escalation of #breastcancer treatment  👉Register now: ;01/03/2022;Simon8;0;0;0;0
📢 Join Dr Boon Chua on 14 Oct to learn more abt how we could use genomics to better analyze the risk profile of #breastcancer tumors &amp  tailor radiotherapy after surgery to each patient’s recurrence risk 👉Register now: ;01/02/2022;Clémence2011;0;0;0;0
@EORTC is looking for a Clinical Data Manager for its headquarters in #Brussels   📌;01/02/2022;Sacha2018;0;0;12;0
What is de-escalation of #breastcancer treatments ? Prof. Etienne Brain @EtienneB66 will be chairing this webinar in collaboration with Prof. David Cameron  Register now: ;01/02/2022;Titouan2010;0;0;0;0
@els_dewulf Thank you Els, we are happy you like the platform;01/02/2022;Axel;38;0;0;0
Great #ebcc12 meeting and one of the most user friendly virtual meetings of this year! ;01/02/2022;Noé2015;0;0;0;0
#EBCC12 Thank you to all delegates, presenters, chairs, and supporters . See you in Barcelona 23-25 March 2022. ;01/02/2022;Nathan17;0;0;0;0
ED Exec. Board Member E.Bergsten Nordstrom is the patient advocate on the working group that created the 2020 Manifesto for  #EBCC12 The 2020 Manifesto addresses the question: Why don’t all European #BreastCancer patients get the most appropriate care? ;01/04/2022;Maxence2014;0;0;0;0
MANIFESTO: why don’t all European breast cancer patients get the most appropriate care? Live now #EBCC12 food for thoughts @OncoAlert #OncoAlert #radonc ;01/03/2022;Théa2017;45;0;0;0
#EBCC12 News: Researchers reveal which benign breast disease is most likely to develop into cancer ;01/02/2022;Théophile2016;0;0;0;0
#EBCC12 HER2+ breast cancer patients live longer if drugs given before surgery eradicate tumour ;01/02/2022;Nathan16;0;0;0;0
#EBCC12 News: The mode of detection of high-risk breast cancers is linked to patient prognosis ;01/04/2022;Quentin2014;0;0;0;0
#EBCC12 News: Genetic test identifies invasive lobular carcinomas that are at high risk of recurring ;01/02/2022;Ambre2013;0;0;0;0
#EBCC12 Prof. Emiel Rutgers will present updated results of the #MINDACT trial: 70-gene signature to guide de-escalation of #chemotherapy in early #breastcancer  ⏰Meet him at 13:00 CEST  📌Info: ;01/02/2022;Héloïse9;0;0;0;0
#EBCC12 News: New research reveals effects of COVID-19 on breast cancer screening, treatment and care ;01/02/2022;Alice16;0;0;0;0
#EBCC12 News: Increased risk of cardiovascular disease in women treated for breast cancer can be predicted with computer analysis of routine scans  ;01/03/2022;Marie;0;0;0;0
#EBCC12 News: Bridging the age gap: two studies show how older breast cancer patients can be treated more effectively ;01/01/2022;Ava6;0;0;0;0
#EBCC12 Dr. Josephine Lopes Cardozo will talk about screen-detected #breastcancers have different tumor biology and better prognosis compared to interval breast cancers  ⏰Meet her at 12:50 PM CEST   📃Info: ;01/02/2022;Côme2017;0;0;0;0
#EBCC12 News: Pattern of gut bacteria linked to effectiveness of chemotherapy in breast cancer patients ;01/02/2022;Marie2010;40;0;0;0
#EBCC12 News: Spotting breast cancer that has spread to the brain before it causes symptoms could be key to better survival ;01/04/2022;Mathieu6;0;0;0;0
#EBCC12 Watch Arts and Humanities awardee Sari Nyman's  powerful film ;01/02/2022;Mehdi;0;0;0;0
Beautiful Kickoff #ebcc12 #breastcancer ⁦@EORTC⁩ ⁦Sari Nyman #Dailylivingthroughanimation ;01/04/2022;Julia8;0;0;1;0
#EBCC12 Don't miss Dr. Otto Metzger @Otto_DFCI presentation about Clinical Utility of MammaPrint testing in Invasive Lobular Carcinoma ⏰Today at 13:50 CEST  More info: ;01/04/2022;Nour5;0;0;0;0
@jolynhersch Thank you 😉;01/03/2022;Alice2014;0;0;0;0
Discover what @EORTC organized for #pinkoctober🎗️ :     📢Today starts #EBCC12  📅 #breastcancer webinar -14/10: giving patients the right information about de-escalation risks when reducing breast cancer treatment organized with @BIGagainstBC  ➡️ Register ;01/04/2022;Clara2017;0;0;0;0
@jolynhersch @BIGagainstBC Thank you @jolynhersch for sharing! The timezone in the banner is incorrect, it should be 1PM CEST therefore 10PM Sydney Time🙂;01/04/2022;Gabriel2018;0;0;0;0
Looking forward to seeing you tomorrow at 4:30 pm CET to discuss about the management of young women with #BreastCancer at #EBCC12: really miss human interaction at live conferences but #COVID19 will not stop our fight against #cancer  @EORTC @ABCGlobalAll @ESOncology @OncoAlert ;01/01/2022;Eva9;0;0;0;0
#EBCC12 Why is appropriate healthcare inaccessible for many EU  breast cancer patients?  Reimbursement rules have failed to evolve with advances in medicine and treatments. All patients deserve evidence-based treatment today. Join us at ;01/05/2022;Théo2011;0;0;0;0
ED with EUSOMA &amp  @EORTC is Co-Organiser of #EBCC12 will be starting live tomorrow 2/10 in a virtual format.   You are still in time to join us!  For more info: ;01/02/2022;Ethan2014;0;0;0;0
🎗️Our session at #EBCC12: '#BreastCancerSurgery: Less is More - Simpler is Better'🎗️  Available on demand:🗓️2 October ⏰17:30  🗣️@itrisabel, @tiborkovacsdr, @mjcard1964, Oreste Gentilini &amp  @breastDoktor  ⤵️ ;01/03/2022;Juliette2018;0;0;0;0
Find out which @EORTC abstracts will be presented at #EBCC12   📢📃;01/02/2022;Yassine7;0;0;0;0
#EBCC12 Congratulations to Fatima Cardoso who received the European Breast Cancer Science Award. She will present the Emmanuel van der Schueren Lecture on “Research and education in oncology: Two sides of the same coin”. To view, register at  ;01/04/2022;Antoine15;0;0;0;0
#EBCC12 Professor Nick Turner at @ICR_London, will present the closing keynote lecture on Endocrine resistance and how it affects management in your daily practice. #breastcancer Register at ;01/05/2022;Arthur33;0;0;0;0
🗓️14 October: FREE webinar on #breastcancer treatment de-escalation Dr Fatima Cardoso to talk abt the #MINDACT study and how patients can safely be spared #chemotherapy in some cases. 👉Register here: ;01/03/2022;Augustin12;0;0;0;0
#EBCC12 Measuring quality of life of breast cancer patients is important to ensure that the patient receives treatment that is manageable. @BiostatGirl from @MayoClinic, USA will present the keynote lecture on PROMs, PREMs: Problems and Solutions. #breastcancer ;01/04/2022;Valentin2011;0;0;0;0
#EBCC12 Otto Metgzer will present results from MINDACT phase III trial to show the clinical utility of MammaPrint testing in Invasive Lobular Carcinoma. MINDACT is one of the largest clinical trials to be conducted, enrolling over 6000 patients. #breastcancer ;01/04/2022;Jeanne8;0;0;0;0
#EBCC12 News: Over-70s are wrongly denied breast cancer surgery, new study reveals.  ;01/04/2022;Élise2018;0;0;0;0
#EBCC12, the virtual 12th European Breast Cancer Conference is nearly upon us. Over 200 speakers and presenters giving 600 presentations to educate the breast cancer community. What will be your favourite session? #breastcancer ;01/02/2022;Matteo5;0;0;0;0
6.6% of breast cancer cases diagnosed in young women below 40, 2.4% in women less than 35, and 0.65% in women less than 30. #EBCC12 best practice session will discuss with a world renowned faculty on how to manage these patients. ;01/03/2022;Timéo;72;0;0;0
#EBCC12 A global breast cancer conference attracting delegates from over 100 countries. 24% of work in general hospitals, 15% in university hospitals. Educating the latest developments that will impact daily practice. To register ;01/04/2022;Emma29;0;0;0;0
#STRASS has now been assigned to an issue. More will come about this study! Stay tuned. @EORTC @ctosociety @TARPSWG @SocSurgOnc @ESSOnews @SICOBoard @SBonvalot @chandrajitraut @jeanyvesblay @apdeitos @rutkowskip1972 ;01/01/2022;Antoine2018;0;0;0;0
Recent data of PALLAS and MONARCH E trials has raised questions. #EBCC12 special session on CDK inhibitors on 3 Oct at 16:15 CEST will address these questions with a renowned panel. #breastcancer  Don’t miss it! ;01/03/2022;Emma2017;0;0;0;0
A message from Nadia Harbeck, #EBCC12 Conference Chair. To register visit ;01/02/2022;Charlie2018;0;0;0;0
Great article in @guardian about the work of our partner @BIGagainstBC on #breastcancer   Interested to learn more about breast cancer treatment de-escalation? Register now to our webinar on 14 October : ;01/02/2022;Ana5;0;0;0;0
@EORTC endorses the European Code of Cancer Practice coordinated by @EuropeanCancer  📢;01/03/2022;Noham5;0;0;2;0
“We present MIDs for interpreting group-level change of QLQ-C30 scores in #ovariancancer. This forms part of an overarching project aiming to develop an evidence-based MID catalogue for the QLQ-C30.” @Jammbe_Musoro, @EORTC Statistician @EORTC_QLG   📃 ;01/04/2022;Jayden2016;0;0;0;0
EORTC is looking for a Project Coordinator to help manage the activities of a four year project called “Setting International Standards for the Analysis of Quality of Life” (SISAQOL)  Apply here ➡️ ;01/02/2022;Victoria5;0;0;0;0
How can understanding the interaction between the #ImmuneSystem and #tumour help us to improve #cancer therapy?   ⬇️ ;01/03/2022;Clémence5;0;0;0;0
